224,-1
205,-1
4,-1
9,-1
217,-1
221,-1
201,-1
218,-1
202,-1
213,-1
209,-1
3,-1
324,511
216,-1
317,509
321,509
207,-1
204,-1
225,-1
6,-1
212,-1
8,-1
10,-1
307,506
14,-1
222,-1
309,515
106,507
1,-1
15,-1
206,-1
2,-1
208,-1
219,-1
214,-1
301,528
313,526
108,515
305,536
203,-1
318,532
223,-1
314,507
114,518
13,-1
104,542
103,534
110,524
302,539
322,523
211,-1
113,506
220,-1
325,534
115,524
319,521
11,-1
311,506
304,540
210,-1
320,507
102,529
101,533
7,-1
215,-1
312,544
109,562
111,510
5,-1
12,-1
107,506
308,538
310,512
306,542
315,509
316,561
303,536
105,508
323,536
112,509
231,-1
19,-1
235,-1
233,-1
240,-1
237,-1
249,-1
23,-1
226,-1
245,-1
250,-1
28,-1
243,-1
239,-1
228,-1
26,-1
248,-1
230,-1
246,-1
21,-1
331,519
25,-1
326,513
126,507
348,507
337,519
123,518
22,-1
29,-1
346,510
229,-1
328,516
349,525
247,-1
340,529
238,-1
24,-1
236,-1
350,527
20,-1
16,-1
121,521
18,-1
234,-1
333,540
339,531
227,-1
129,518
17,-1
330,531
122,522
338,515
347,518
334,509
118,511
329,524
119,554
125,535
27,-1
232,-1
345,550
120,521
30,-1
124,526
241,-1
244,-1
128,554
332,507
242,-1
343,556
130,507
335,568
117,523
336,535
116,533
327,528
342,507
127,518
344,512
341,514
261,-1
262,-1
252,-1
274,-1
257,-1
270,-1
38,-1
269,-1
255,-1
41,-1
259,-1
253,-1
268,-1
352,510
370,508
32,-1
357,511
362,515
34,-1
266,-1
355,511
31,-1
251,-1
264,-1
36,-1
132,509
271,-1
260,-1
374,524
361,528
267,-1
131,509
40,-1
364,509
353,522
272,-1
45,-1
39,-1
360,510
263,-1
141,530
37,-1
366,522
359,532
368,531
265,-1
42,-1
35,-1
367,517
43,-1
369,542
254,-1
372,516
44,-1
137,512
142,508
365,510
256,-1
275,-1
354,507
273,-1
371,534
351,539
135,515
33,-1
140,532
138,559
144,513
145,531
134,550
356,512
258,-1
136,547
139,535
375,515
363,535
373,515
133,512
143,528
358,507
294,-1
295,-1
299,-1
47,-1
283,-1
59,-1
55,-1
288,-1
276,-1
298,-1
399,507
296,-1
281,-1
159,507
46,-1
155,508
394,515
286,-1
51,-1
56,-1
398,510
280,-1
282,-1
53,-1
284,-1
292,-1
48,-1
279,-1
293,-1
383,524
153,506
291,-1
386,514
392,507
300,-1
381,522
151,517
382,514
289,-1
384,514
285,-1
400,506
278,-1
379,515
297,-1
389,506
376,537
147,543
396,536
277,-1
54,-1
397,506
395,550
60,-1
146,539
50,-1
287,-1
290,-1
393,529
57,-1
154,509
377,511
385,521
148,536
378,521
52,-1
388,558
160,513
390,510
58,-1
49,-1
380,549
152,506
157,513
391,542
150,519
156,556
149,506
387,521
158,509
