287,-1
33,-1
278,-1
283,-1
255,-1
201,-1
288,-1
217,-1
280,-1
276,-1
253,-1
216,-1
231,-1
239,-1
299,-1
238,-1
388,509
290,-1
316,506
331,506
268,-1
17,-1
26,-1
260,-1
378,521
55,-1
355,521
214,-1
285,-1
317,521
210,-1
18,-1
117,510
294,-1
383,530
360,511
353,525
240,-1
229,-1
220,-1
281,-1
274,-1
394,508
269,-1
291,-1
385,516
259,-1
232,-1
30,-1
368,528
376,540
314,523
310,521
258,-1
15,-1
57,-1
369,512
133,555
390,540
35,-1
228,-1
387,560
126,539
209,-1
256,-1
340,527
338,550
130,518
23,-1
52,-1
309,506
301,565
5,-1
275,-1
356,509
339,561
251,-1
380,568
155,552
296,-1
60,-1
391,536
203,-1
329,544
359,537
223,-1
236,-1
279,-1
24,-1
244,-1
39,-1
381,550
271,-1
22,-1
266,-1
399,580
152,526
336,510
14,-1
124,510
32,-1
29,-1
235,-1
118,571
323,518
237,-1
233,-1
122,513
123,539
132,508
42,-1
208,-1
254,-1
320,573
105,541
38,-1
396,536
139,526
160,537
374,577
332,572
135,561
28,-1
282,-1
226,-1
354,512
43,-1
284,-1
115,573
246,-1
157,574
358,577
308,520
328,572
303,551
351,558
326,511
1,-1
213,-1
382,515
375,566
202,-1
2,-1
250,-1
333,537
313,506
286,-1
300,-1
16,-1
252,-1
227,-1
344,561
371,559
48,-1
379,566
267,-1
138,540
142,546
384,530
337,553
366,565
327,510
205,-1
4,-1
215,-1
346,535
59,-1
270,-1
245,-1
298,-1
272,-1
114,572
129,570
257,-1
53,-1
101,537
128,553
386,530
224,-1
335,576
242,-1
367,525
370,514
249,-1
295,-1
207,-1
293,-1
352,537
12,-1
241,-1
44,-1
212,-1
372,521
273,-1
20,-1
297,-1
248,-1
13,-1
159,531
324,520
345,531
143,574
305,539
302,561
54,-1
264,-1
211,-1
56,-1
341,518
27,-1
11,-1
102,568
350,568
364,507
312,522
348,518
7,-1
315,552
265,-1
156,511
148,566
50,-1
263,-1
46,-1
10,-1
58,-1
120,531
400,579
116,579
342,548
398,560
45,-1
311,525
51,-1
230,-1
37,-1
158,510
289,-1
277,-1
247,-1
393,553
395,556
104,578
107,526
357,570
349,561
154,541
307,561
222,-1
31,-1
112,561
153,576
113,554
9,-1
150,532
206,-1
111,545
262,-1
8,-1
397,563
146,536
218,-1
234,-1
137,527
225,-1
373,571
204,-1
145,535
21,-1
144,578
219,-1
377,532
151,538
3,-1
108,515
36,-1
261,-1
322,528
365,559
109,525
362,522
243,-1
127,572
49,-1
292,-1
306,529
6,-1
319,516
304,521
103,515
25,-1
40,-1
131,542
325,528
34,-1
389,557
41,-1
343,515
19,-1
363,576
392,515
106,514
121,533
330,568
110,579
140,513
47,-1
134,512
221,-1
149,525
119,511
361,534
318,550
125,522
141,517
334,552
147,509
136,541
347,578
321,510
